# OpenSignals Text File Format. Version 1
# {"98:D3:71:FE:38:C0": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:71:FE:38:C0", "device connection": "BTH98:D3:71:FE:38:C0", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-6-5", "time": "12:17:58.840", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
13	0	0	0	0	0	505	511	510	31	0	
14	0	0	0	0	0	504	512	512	31	0	
15	0	0	0	0	0	507	511	508	31	0	
0	0	0	0	0	0	507	512	509	31	0	
1	0	0	0	0	0	504	512	510	31	0	
2	0	0	0	0	0	503	514	509	31	0	
3	0	0	0	0	0	505	512	511	31	0	
4	0	0	0	0	4	504	511	508	31	0	
5	0	0	0	0	0	504	511	512	31	0	
6	0	0	0	0	0	505	511	511	31	0	
7	0	0	0	0	0	503	514	511	31	0	
8	0	0	0	0	0	503	513	508	31	0	
9	0	0	0	0	0	504	513	511	31	0	
10	0	0	0	0	0	506	512	509	31	0	
11	0	0	0	0	1	506	513	508	31	0	
12	0	0	0	0	3	505	512	508	31	0	
13	0	0	0	0	0	508	513	508	31	0	
14	0	0	0	0	0	504	512	508	31	0	
15	0	0	0	0	0	505	513	509	31	0	
0	0	0	0	0	0	506	513	510	31	0	
1	0	0	0	0	0	507	511	510	31	0	
2	0	0	0	0	0	505	510	508	31	0	
3	0	0	0	0	1	504	511	510	31	0	
4	0	0	0	0	4	506	511	508	31	0	
5	0	0	0	0	0	505	514	508	31	0	
6	0	0	0	0	0	508	513	508	31	0	
7	0	0	0	0	0	507	509	508	31	0	
8	0	0	0	0	0	504	510	506	31	0	
9	0	0	0	0	0	503	513	508	31	0	
10	0	0	0	0	0	504	510	508	31	0	
11	0	0	0	0	0	507	511	509	31	0	
12	0	0	0	0	4	505	511	510	31	0	
13	0	0	0	0	0	506	512	509	31	0	
14	0	0	0	0	0	504	509	509	32	0	
15	0	0	0	0	0	507	512	509	31	0	
0	0	0	0	0	0	507	512	507	31	0	
1	0	0	0	0	0	504	513	504	31	0	
2	0	0	0	0	0	503	512	506	31	0	
3	0	0	0	0	0	503	511	509	31	0	
4	0	0	0	0	1	503	512	508	31	0	
5	0	0	0	0	0	502	512	508	31	0	
6	0	0	0	0	0	504	508	509	31	0	
7	0	0	0	0	0	505	514	511	31	0	
8	0	0	0	0	0	506	513	516	32	0	
9	0	0	0	0	0	502	515	515	32	0	
10	0	0	0	0	0	504	512	513	31	0	
11	0	0	0	0	0	504	511	513	31	0	
12	0	0	0	0	1	506	512	512	31	0	
13	0	0	0	0	0	505	514	511	31	0	
14	0	0	0	0	0	504	515	510	31	0	
15	0	0	0	0	0	504	514	506	31	0	
0	0	0	0	0	0	507	510	506	31	0	
1	0	0	0	0	0	504	511	505	31	0	
2	0	0	0	0	0	505	511	507	31	0	
3	0	0	0	0	0	507	512	507	31	0	
4	0	0	0	0	1	506	511	502	31	0	
5	0	0	0	0	0	505	514	507	31	0	
6	0	0	0	0	0	506	511	508	32	0	
7	0	0	0	0	0	505	514	509	31	0	
8	0	0	0	0	0	505	512	511	31	0	
9	0	0	0	0	0	505	514	509	31	0	
10	0	0	0	0	0	508	510	508	31	0	
11	0	0	0	0	0	504	512	511	31	0	
12	0	0	0	0	4	504	511	512	31	0	
13	0	0	0	0	0	504	511	512	32	0	
14	0	0	0	0	0	505	512	513	31	0	
15	0	0	0	0	0	505	510	509	31	0	
0	0	0	0	0	0	505	511	509	31	0	
1	0	0	0	0	0	505	512	510	31	0	
2	0	0	0	0	0	507	512	509	31	0	
3	0	0	0	0	1	506	510	510	31	0	
4	0	0	0	0	4	504	512	510	31	0	
5	0	0	0	0	0	503	513	506	31	0	
6	0	0	0	0	0	505	511	505	31	0	
7	0	0	0	0	0	505	513	508	31	0	
8	0	0	0	0	0	507	515	508	31	0	
9	0	0	0	0	0	506	513	508	31	0	
10	0	0	0	0	0	505	513	507	31	0	
11	0	0	0	0	1	507	514	509	31	0	
12	0	0	0	0	4	507	515	511	31	0	
13	0	0	0	0	0	507	512	510	31	0	
14	0	0	0	0	0	504	513	510	31	0	
15	0	0	0	0	0	502	510	509	31	0	
0	0	0	0	0	0	505	511	511	31	0	
1	0	0	0	0	0	504	509	513	32	0	
2	0	0	0	0	0	505	510	511	31	0	
3	0	0	0	0	1	503	512	511	31	0	
4	0	0	0	0	4	506	511	508	31	0	
5	0	0	0	0	0	506	512	508	31	0	
6	0	0	0	0	0	505	513	506	31	0	
7	0	0	0	0	0	505	513	507	31	0	
8	0	0	0	0	0	507	515	510	31	0	
9	0	0	0	0	0	506	512	510	31	0	
10	0	0	0	0	0	505	511	509	31	0	
11	0	0	0	0	1	506	511	511	31	0	
12	0	0	0	0	4	506	513	510	31	0	
13	0	0	0	0	0	505	511	510	31	0	
14	0	0	0	0	0	506	510	510	32	0	
15	0	0	0	0	0	503	513	509	32	0	
0	0	0	0	0	0	502	512	511	32	0	
1	0	0	0	0	0	502	515	508	31	0	
2	0	0	0	0	0	503	514	512	31	0	
3	0	0	0	0	0	504	513	510	31	0	
4	0	0	0	0	4	504	512	510	31	0	
5	0	0	0	0	0	505	511	508	31	0	
6	0	0	0	0	0	504	512	509	31	0	
7	0	0	0	0	0	508	511	508	31	0	
8	0	0	0	0	0	507	511	509	31	0	
9	0	0	0	0	0	505	511	510	31	0	
10	0	0	0	0	0	506	509	508	31	0	
11	0	0	0	0	0	507	512	508	31	0	
12	0	0	0	0	4	506	511	507	31	0	
13	0	0	0	0	0	504	512	510	31	0	
14	0	0	0	0	0	504	513	509	31	0	
15	0	0	0	0	0	503	512	509	31	0	
0	0	0	0	0	0	503	513	508	31	0	
1	0	0	0	0	0	505	512	512	31	0	
2	0	0	0	0	0	505	512	510	31	0	
3	0	0	0	0	1	508	513	508	31	0	
4	0	0	0	0	4	507	512	508	31	0	
5	0	0	0	0	0	505	513	510	31	0	
6	0	0	0	0	0	506	512	511	32	0	
7	0	0	0	0	0	504	511	507	31	0	
8	0	0	0	0	0	504	511	507	32	0	
9	0	0	0	0	0	503	514	508	31	0	
10	0	0	0	0	0	504	513	506	31	0	
11	0	0	0	0	1	507	512	510	31	0	
12	0	0	0	0	4	507	511	509	31	0	
13	0	0	0	0	0	505	512	510	31	0	
14	0	0	0	0	0	506	513	510	31	0	
15	0	0	0	0	0	504	514	509	31	0	
0	0	0	0	0	0	507	512	510	31	0	
1	0	0	0	0	0	507	512	507	31	0	
2	0	0	0	0	0	507	512	510	31	0	
3	0	0	0	0	1	505	513	511	31	0	
4	0	0	0	0	4	504	511	509	31	0	
5	0	0	0	0	0	504	513	511	31	0	
6	0	0	0	0	0	503	513	511	31	0	
7	0	0	0	0	0	505	510	510	31	0	
8	0	0	0	0	0	504	511	508	31	0	
9	0	0	0	0	0	503	509	508	31	0	
10	0	0	0	0	0	504	511	505	31	0	
11	0	0	0	0	1	506	512	508	31	0	
12	0	0	0	0	4	505	511	510	31	0	
13	0	0	0	0	0	504	513	510	31	0	
14	0	0	0	0	0	506	511	508	31	0	
15	0	0	0	0	0	506	512	509	31	0	
0	0	0	0	0	0	507	513	510	31	0	
1	0	0	0	0	0	506	514	510	31	0	
2	0	0	0	0	0	505	514	506	31	0	
3	0	0	0	0	0	508	513	510	31	0	
4	0	0	0	0	2	504	512	511	31	0	
5	0	0	0	0	0	507	512	510	31	0	
6	0	0	0	0	0	505	512	511	31	0	
7	0	0	0	0	0	506	513	512	31	0	
8	0	0	0	0	0	506	511	513	31	0	
9	0	0	0	0	0	504	512	512	31	0	
10	0	0	0	0	0	505	512	512	31	0	
11	0	0	0	0	0	505	512	508	31	0	
12	0	0	0	0	2	505	510	508	31	0	
13	0	0	0	0	0	503	512	504	31	0	
14	0	0	0	0	0	504	515	500	31	0	
15	0	0	0	0	0	505	510	500	31	0	
0	0	0	0	0	0	503	509	502	31	0	
1	0	0	0	0	0	500	510	508	31	0	
2	0	0	0	0	0	503	514	510	31	0	
3	0	0	0	0	1	505	514	511	31	0	
4	0	0	0	0	4	505	514	515	31	0	
5	0	0	0	0	0	504	511	510	32	0	
6	0	0	0	0	0	503	513	512	31	0	
7	0	0	0	0	0	507	514	511	31	0	
8	0	0	0	0	0	505	514	515	32	0	
9	0	0	0	0	0	507	512	512	31	0	
10	0	0	0	0	0	508	512	510	31	0	
11	0	0	0	0	1	508	509	506	31	0	
12	0	0	0	0	4	507	512	505	31	0	
13	0	0	0	0	0	504	513	506	31	0	
14	0	0	0	0	0	504	513	512	31	0	
15	0	0	0	0	0	505	513	512	31	0	
0	0	0	0	0	0	503	512	512	31	0	
1	0	0	0	0	0	503	513	510	31	0	
2	0	0	0	0	0	503	513	511	31	0	
3	0	0	0	0	0	504	513	510	31	0	
4	0	0	0	0	4	505	515	508	31	0	
5	0	0	0	0	0	507	514	510	31	0	
6	0	0	0	0	0	506	511	508	32	0	
7	0	0	0	0	0	507	510	508	32	0	
8	0	0	0	0	0	508	511	508	32	0	
9	0	0	0	0	0	504	511	508	32	0	
10	0	0	0	0	0	505	513	508	31	0	
11	0	0	0	0	0	505	511	508	31	0	
12	0	0	0	0	4	505	511	509	31	0	
13	0	0	0	0	0	504	511	510	31	0	
14	0	0	0	0	0	504	510	511	31	0	
15	0	0	0	0	0	506	511	513	31	0	
0	0	0	0	0	0	504	513	511	31	0	
1	0	0	0	0	0	504	512	507	31	0	
2	0	0	0	0	0	504	513	509	31	0	
3	0	0	0	0	0	507	512	507	31	0	
4	0	0	0	0	4	504	511	507	31	0	
5	0	0	0	0	0	505	514	508	31	0	
6	0	0	0	0	0	504	515	508	31	0	
7	0	0	0	0	0	505	513	511	31	0	
8	0	0	0	0	0	506	512	509	31	0	
9	0	0	0	0	0	507	511	507	31	0	
10	0	0	0	0	0	507	512	510	31	0	
11	0	0	0	0	0	504	509	510	31	0	
12	0	0	0	0	4	507	510	507	31	0	
13	0	0	0	0	0	505	510	507	32	0	
14	0	0	0	0	0	506	510	508	31	0	
15	0	0	0	0	0	504	513	510	31	0	
0	0	0	0	0	0	504	513	512	31	0	
1	0	0	0	0	0	505	513	512	31	0	
2	0	0	0	0	0	504	513	510	32	0	
3	0	0	0	0	1	503	512	511	31	0	
4	0	0	0	0	4	504	514	511	31	0	
5	0	0	0	0	0	503	511	511	31	0	
6	0	0	0	0	0	504	511	509	32	0	
7	0	0	0	0	0	505	511	509	31	0	
8	0	0	0	0	0	507	512	509	31	0	
9	0	0	0	0	0	506	509	510	31	0	
10	0	0	0	0	0	509	511	508	31	0	
11	0	0	0	0	1	506	512	503	31	0	
12	0	0	0	0	4	504	514	505	31	0	
13	0	0	0	0	0	503	513	507	31	0	
14	0	0	0	0	0	504	513	508	31	0	
15	0	0	0	0	0	504	512	512	31	0	
0	0	0	0	0	0	504	509	511	32	0	
1	0	0	0	0	0	504	509	510	31	0	
2	0	0	0	0	0	509	512	504	31	0	
3	0	0	0	0	0	505	511	504	32	0	
4	0	0	0	0	4	505	513	510	31	0	
5	0	0	0	0	0	501	514	515	31	0	
6	0	0	0	0	0	500	515	512	32	0	
7	0	0	0	0	0	503	513	512	31	0	
8	0	0	0	0	0	505	512	511	31	0	
9	0	0	0	0	0	504	515	512	32	0	
10	0	0	0	0	0	505	515	513	32	0	
11	0	0	0	0	0	507	513	510	32	0	
12	0	0	0	0	4	507	511	509	31	0	
13	0	0	0	0	0	509	511	507	31	0	
14	0	0	0	0	0	507	515	508	31	0	
15	0	0	0	0	0	507	513	507	31	0	
0	0	0	0	0	0	508	512	510	31	0	
1	0	0	0	0	0	509	512	505	31	0	
2	0	0	0	0	0	507	512	505	31	0	
3	0	0	0	0	1	505	511	509	32	0	
4	0	0	0	0	4	507	511	508	31	0	
5	0	0	0	0	0	507	513	508	31	0	
6	0	0	0	0	0	505	511	513	32	0	
7	0	0	0	0	0	504	514	515	31	0	
8	0	0	0	0	0	504	512	512	31	0	
9	0	0	0	0	0	507	512	508	31	0	
10	0	0	0	0	0	508	511	505	31	0	
11	0	0	0	0	0	507	512	505	31	0	
12	0	0	0	0	1	507	510	504	31	0	
13	0	0	0	0	0	504	512	504	31	0	
14	0	0	0	0	0	504	511	509	31	0	
15	0	0	0	0	0	502	511	511	31	0	
0	0	0	0	0	0	502	511	517	31	0	
1	0	0	0	0	0	500	510	514	31	0	
2	0	0	0	0	0	501	510	511	31	0	
3	0	0	0	0	0	500	512	512	31	0	
4	0	0	0	0	1	501	513	508	31	0	
5	0	0	0	0	0	504	512	509	31	0	
6	0	0	0	0	0	505	510	513	32	0	
7	0	0	0	0	0	506	510	510	32	0	
8	0	0	0	0	0	508	512	506	32	0	
9	0	0	0	0	0	510	514	504	31	0	
10	0	0	0	0	0	510	517	507	31	0	
11	0	0	0	0	0	507	516	505	31	0	
12	0	0	0	0	1	505	514	504	31	0	
13	0	0	0	0	0	504	513	504	31	0	
14	0	0	0	0	0	506	512	507	31	0	
15	0	0	0	0	0	506	510	509	31	0	
0	0	0	0	0	0	506	511	513	31	0	
1	0	0	0	0	0	502	515	512	31	0	
2	0	0	0	0	0	503	512	507	31	0	
3	0	0	0	0	1	502	509	509	31	0	
4	0	0	0	0	4	504	514	515	31	0	
5	0	0	0	0	0	506	511	515	32	0	
6	0	0	0	0	0	505	512	513	31	0	
7	0	0	0	0	0	504	511	513	31	0	
8	0	0	0	0	0	504	510	509	31	0	
9	0	0	0	0	0	506	512	508	31	0	
10	0	0	0	0	0	508	512	503	31	0	
11	0	0	0	0	1	507	512	506	31	0	
12	0	0	0	0	4	505	511	509	31	0	
13	0	0	0	0	0	505	511	511	31	0	
14	0	0	0	0	0	507	513	505	31	0	
15	0	0	0	0	0	508	512	505	32	0	
0	0	0	0	0	0	508	513	508	32	0	
1	0	0	0	0	0	505	512	508	32	0	
2	0	0	0	0	0	504	515	511	31	0	
3	0	0	0	0	1	502	515	513	31	0	
4	0	0	0	0	4	503	512	513	31	0	
5	0	0	0	0	0	503	512	511	31	0	
6	0	0	0	0	0	505	512	509	31	0	
7	0	0	0	0	0	505	511	509	31	0	
8	0	0	0	0	0	502	511	507	31	0	
9	0	0	0	0	0	504	510	507	31	0	
10	0	0	0	0	0	504	510	508	31	0	
11	0	0	0	0	1	505	512	508	31	0	
12	0	0	0	0	4	505	511	510	31	0	
13	0	0	0	0	0	508	513	509	31	0	
14	0	0	0	0	0	505	512	509	31	0	
15	0	0	0	0	0	503	512	512	31	0	
0	0	0	0	0	0	504	514	509	31	0	
1	0	0	0	0	0	505	513	506	31	0	
2	0	0	0	0	0	507	511	504	31	0	
3	0	0	0	0	0	508	514	508	31	0	
4	0	0	0	0	4	505	516	510	31	0	
5	0	0	0	0	0	504	515	508	31	0	
6	0	0	0	0	0	506	515	508	31	0	
7	0	0	0	0	0	504	514	510	31	0	
8	0	0	0	0	0	505	513	511	31	0	
9	0	0	0	0	0	504	511	512	32	0	
10	0	0	0	0	0	502	511	513	32	0	
11	0	0	0	0	1	504	512	514	32	0	
12	0	0	0	0	4	505	511	511	31	0	
13	0	0	0	0	0	505	511	510	32	0	
14	0	0	0	0	0	506	509	510	31	0	
15	0	0	0	0	0	507	511	510	31	0	
0	0	0	0	0	0	506	511	510	31	0	
1	0	0	0	0	0	505	511	507	31	0	
2	0	0	0	0	0	506	511	504	31	0	
3	0	0	0	0	0	507	511	502	31	0	
4	0	0	0	0	4	504	510	505	31	0	
5	0	0	0	0	0	504	512	507	31	0	
6	0	0	0	0	0	507	512	509	31	0	
7	0	0	0	0	0	505	513	509	31	0	
8	0	0	0	0	0	508	513	507	31	0	
9	0	0	0	0	0	505	511	508	31	0	
10	0	0	0	0	0	504	512	507	31	0	
11	0	0	0	0	1	504	513	509	31	0	
12	0	0	0	0	4	505	512	507	31	0	
13	0	0	0	0	0	506	515	507	31	0	
14	0	0	0	0	0	507	515	508	31	0	
15	0	0	0	0	0	504	512	511	31	0	
0	0	0	0	0	0	503	514	512	32	0	
1	0	0	0	0	0	504	512	513	32	0	
2	0	0	0	0	0	502	511	508	31	0	
3	0	0	0	0	1	506	511	507	31	0	
4	0	0	0	0	4	507	511	508	31	0	
5	0	0	0	0	0	506	513	510	32	0	
6	0	0	0	0	0	505	510	510	31	0	
7	0	0	0	0	0	506	510	514	31	0	
8	0	0	0	0	0	504	512	512	32	0	
9	0	0	0	0	0	506	511	509	31	0	
10	0	0	0	0	0	506	512	512	31	0	
11	0	0	0	0	1	506	509	509	31	0	
12	0	0	0	0	4	506	507	504	31	0	
13	0	0	0	0	0	503	510	504	31	0	
14	0	0	0	0	0	504	512	511	31	0	
15	0	0	0	0	0	502	511	518	31	0	
0	0	0	0	0	0	505	512	513	31	0	
1	0	0	0	0	0	506	512	511	31	0	
2	0	0	0	0	0	504	512	510	31	0	
3	0	0	0	0	0	501	513	509	31	0	
4	0	0	0	0	4	499	516	507	31	0	
5	0	0	0	0	0	505	515	508	31	0	
6	0	0	0	0	0	507	515	507	31	0	
7	0	0	0	0	0	507	514	507	31	0	
8	0	0	0	0	0	507	511	509	31	0	
9	0	0	0	0	0	506	511	510	32	0	
10	0	0	0	0	0	507	513	508	31	0	
11	0	0	0	0	0	507	510	507	32	0	
12	0	0	0	0	2	507	512	510	31	0	
13	0	0	0	0	0	502	511	510	32	0	
14	0	0	0	0	0	502	509	512	32	0	
15	0	0	0	0	0	504	511	512	32	0	
0	0	0	0	0	0	504	509	510	31	0	
1	0	0	0	0	0	507	509	510	31	0	
2	0	0	0	0	0	508	511	508	32	0	
3	0	0	0	0	0	507	509	510	32	0	
4	0	0	0	0	2	506	513	509	31	0	
5	0	0	0	0	0	506	514	506	31	0	
6	0	0	0	0	0	508	516	505	31	0	
7	0	0	0	0	0	507	513	508	31	0	
8	0	0	0	0	0	508	511	505	31	0	
9	0	0	0	0	0	507	512	504	31	0	
10	0	0	0	0	0	506	513	508	31	0	
11	0	0	0	0	0	504	513	508	32	0	
12	0	0	0	0	2	502	510	511	32	0	
13	0	0	0	0	0	503	508	511	31	0	
14	0	0	0	0	0	503	511	510	31	0	
15	0	0	0	0	0	504	509	508	32	0	
0	0	0	0	0	0	504	512	511	32	0	
1	0	0	0	0	0	505	512	510	31	0	
2	0	0	0	0	0	503	516	509	31	0	
3	0	0	0	0	0	504	514	505	31	0	
4	0	0	0	0	4	503	513	504	31	0	
5	0	0	0	0	0	505	511	504	31	0	
6	0	0	0	0	0	507	513	506	31	0	
7	0	0	0	0	0	511	513	504	31	0	
8	0	0	0	0	0	508	512	507	31	0	
9	0	0	0	0	0	502	513	509	31	0	
10	0	0	0	0	0	504	513	508	31	0	
11	0	0	0	0	1	508	514	514	31	0	
12	0	0	0	0	4	503	511	521	31	0	
13	0	0	0	0	0	504	511	516	31	0	
14	0	0	0	0	0	505	512	515	31	0	
15	0	0	0	0	0	505	511	510	31	0	
0	0	0	0	0	0	504	511	511	32	0	
1	0	0	0	0	0	503	512	512	31	0	
2	0	0	0	0	0	503	511	511	31	0	
3	0	0	0	0	1	503	512	511	31	0	
4	0	0	0	0	4	504	510	511	31	0	
5	0	0	0	0	0	507	510	506	31	0	
6	0	0	0	0	0	506	511	504	31	0	
7	0	0	0	0	0	505	514	505	31	0	
8	0	0	0	0	0	505	517	508	31	0	
9	0	0	0	0	0	507	515	508	31	0	
10	0	0	0	0	0	507	513	512	31	0	
11	0	0	0	0	1	505	513	513	32	0	
12	0	0	0	0	4	507	511	509	32	0	
13	0	0	0	0	0	509	510	509	32	0	
14	0	0	0	0	0	510	510	511	31	0	
15	0	0	0	0	0	508	515	509	31	0	
0	0	0	0	0	0	507	516	509	32	0	
1	0	0	0	0	0	509	511	506	31	0	
2	0	0	0	0	0	508	510	507	31	0	
3	0	0	0	0	0	506	511	507	31	0	
4	0	0	0	0	4	504	512	510	32	0	
5	0	0	0	0	0	504	512	507	32	0	
6	0	0	0	0	0	504	513	503	31	0	
7	0	0	0	0	0	504	513	505	31	0	
8	0	0	0	0	0	500	512	510	31	0	
9	0	0	0	0	0	503	508	515	31	0	
10	0	0	0	0	0	502	512	519	32	0	
11	0	0	0	0	1	502	515	516	31	0	
12	0	0	0	0	4	504	515	515	31	0	
13	0	0	0	0	0	505	514	507	31	0	
14	0	0	0	0	0	507	513	509	31	0	
15	0	0	0	0	0	507	511	507	32	0	
0	0	0	0	0	0	508	508	506	31	0	
1	0	0	0	0	0	504	508	509	31	0	
2	0	0	0	0	0	506	510	508	31	0	
3	0	0	0	0	0	506	510	505	31	0	
4	0	0	0	0	4	505	508	507	31	0	
5	0	0	0	0	0	506	509	507	31	0	
6	0	0	0	0	0	505	510	509	31	0	
7	0	0	0	0	0	505	512	511	31	0	
8	0	0	0	0	0	505	515	508	31	0	
9	0	0	0	0	0	508	513	508	31	0	
10	0	0	0	0	0	504	514	510	31	0	
11	0	0	0	0	0	503	511	515	31	0	
12	0	0	0	0	4	504	512	512	31	0	
13	0	0	0	0	0	507	515	508	31	0	
14	0	0	0	0	0	506	518	507	31	0	
15	0	0	0	0	0	507	514	508	31	0	
0	0	0	0	0	0	506	510	502	31	0	
1	0	0	0	0	0	505	511	508	32	0	
2	0	0	0	0	0	507	514	510	32	0	
3	0	0	0	0	1	505	516	503	31	0	
4	0	0	0	0	4	504	513	502	31	0	
5	0	0	0	0	0	504	512	504	31	0	
6	0	0	0	0	0	504	507	513	32	0	
7	0	0	0	0	0	500	504	526	32	0	
8	0	0	0	0	0	499	510	522	32	0	
9	0	0	0	0	0	504	512	510	31	0	
10	0	0	0	0	0	506	516	504	31	0	
11	0	0	0	0	1	506	518	506	31	0	
12	0	0	0	0	4	505	515	509	31	0	
13	0	0	0	0	0	505	514	513	31	0	
14	0	0	0	0	0	504	514	516	31	0	
15	0	0	0	0	0	505	516	514	32	0	
0	0	0	0	0	0	506	515	516	32	0	
1	0	0	0	0	0	506	508	509	32	0	
2	0	0	0	0	0	508	511	501	31	0	
3	0	0	0	0	1	508	510	506	31	0	
4	0	0	0	0	4	508	507	504	31	0	
5	0	0	0	0	0	505	508	503	31	0	
6	0	0	0	0	0	507	510	504	31	0	
7	0	0	0	0	0	505	512	508	31	0	
8	0	0	0	0	0	507	512	511	31	0	
9	0	0	0	0	0	507	514	511	31	0	
10	0	0	0	0	0	505	515	510	31	0	
11	0	0	0	0	0	505	515	509	31	0	
12	0	0	0	0	1	504	513	510	31	0	
13	0	0	0	0	0	504	511	508	31	0	
14	0	0	0	0	0	500	508	510	31	0	
15	0	0	0	0	0	503	509	512	32	0	
0	0	0	0	0	0	503	510	512	31	0	
1	0	0	0	0	0	506	513	510	31	0	
2	0	0	0	0	0	505	512	510	31	0	
3	0	0	0	0	0	506	512	510	31	0	
4	0	0	0	0	1	508	512	501	31	0	
5	0	0	0	0	0	511	510	502	31	0	
6	0	0	0	0	0	510	510	508	31	0	
7	0	0	0	0	0	508	516	512	31	0	
8	0	0	0	0	0	503	517	513	31	0	
9	0	0	0	0	0	503	517	510	31	0	
10	0	0	0	0	0	504	511	510	32	0	
11	0	0	0	0	1	505	511	509	32	0	
12	0	0	0	0	4	505	512	504	31	0	
13	0	0	0	0	0	505	511	506	31	0	
14	0	0	0	0	0	505	514	512	31	0	
15	0	0	0	0	0	505	514	504	31	0	
0	0	0	0	0	0	504	510	493	31	0	
1	0	0	0	0	0	504	509	507	32	0	
2	0	0	0	0	0	500	513	534	32	0	
3	0	0	0	0	0	502	511	529	31	0	
4	0	0	0	0	4	500	510	522	32	0	
5	0	0	0	0	0	500	510	514	32	0	
6	0	0	0	0	0	504	510	507	32	0	
7	0	0	0	0	0	504	512	503	31	0	
8	0	0	0	0	0	507	511	500	31	0	
9	0	0	0	0	0	507	512	502	31	0	
10	0	0	0	0	0	504	513	501	31	0	
11	0	0	0	0	1	504	511	504	31	0	
12	0	0	0	0	4	503	510	507	31	0	
13	0	0	0	0	0	504	511	512	32	0	
14	0	0	0	0	0	505	510	512	32	0	
15	0	0	0	0	0	508	511	508	31	0	
0	0	0	0	0	0	508	514	512	32	0	
1	0	0	0	0	0	507	513	510	32	0	
2	0	0	0	0	0	508	514	511	32	0	
3	0	0	0	0	1	509	514	507	31	0	
4	0	0	0	0	4	507	515	506	31	0	
5	0	0	0	0	0	505	510	504	31	0	
6	0	0	0	0	0	506	511	507	31	0	
7	0	0	0	0	0	505	512	507	31	0	
8	0	0	0	0	0	505	511	508	31	0	
9	0	0	0	0	0	503	509	505	31	0	
10	0	0	0	0	0	505	511	509	31	0	
11	0	0	0	0	0	507	511	513	31	0	
12	0	0	0	0	4	504	513	512	31	0	
13	0	0	0	0	0	507	512	511	31	0	
14	0	0	0	0	0	507	511	510	31	0	
15	0	0	0	0	0	507	513	511	31	0	
0	0	0	0	0	0	505	512	508	31	0	
1	0	0	0	0	0	503	512	510	31	0	
2	0	0	0	0	0	504	513	508	32	0	
3	0	0	0	0	1	505	517	507	31	0	
4	0	0	0	0	4	505	517	508	31	0	
5	0	0	0	0	0	505	514	512	31	0	
6	0	0	0	0	0	504	511	508	32	0	
7	0	0	0	0	0	505	511	509	32	0	
8	0	0	0	0	0	505	509	507	32	0	
9	0	0	0	0	0	505	511	509	31	0	
10	0	0	0	0	0	505	512	510	31	0	
11	0	0	0	0	0	507	512	511	31	0	
12	0	0	0	0	4	508	512	510	31	0	
13	0	0	0	0	0	506	513	515	31	0	
14	0	0	0	0	0	502	510	512	31	0	
15	0	0	0	0	0	501	518	508	31	0	
0	0	0	0	0	0	504	515	504	31	0	
1	0	0	0	0	0	505	515	507	31	0	
2	0	0	0	0	0	503	513	512	31	0	
3	0	0	0	0	0	504	511	515	31	0	
4	0	0	0	0	4	504	510	516	31	0	
5	0	0	0	0	0	503	511	516	31	0	
6	0	0	0	0	0	504	510	512	31	0	
7	0	0	0	0	0	504	510	505	31	0	
8	0	0	0	0	0	504	508	502	32	0	
9	0	0	0	0	0	506	510	501	32	0	
10	0	0	0	0	0	505	512	503	32	0	
11	0	0	0	0	0	504	514	505	31	0	
12	0	0	0	0	4	505	511	504	31	0	
13	0	0	0	0	0	508	511	508	31	0	
14	0	0	0	0	0	509	510	509	31	0	
15	0	0	0	0	0	508	511	507	31	0	
0	0	0	0	0	0	505	513	509	31	0	
1	0	0	0	0	0	506	513	513	31	0	
2	0	0	0	0	0	504	512	513	31	0	
3	0	0	0	0	1	508	515	513	31	0	
4	0	0	0	0	4	505	512	512	31	0	
5	0	0	0	0	0	503	510	510	32	0	
6	0	0	0	0	0	503	512	511	31	0	
7	0	0	0	0	0	503	511	510	31	0	
8	0	0	0	0	0	504	510	509	31	0	
9	0	0	0	0	0	505	515	508	31	0	
10	0	0	0	0	0	504	513	506	31	0	
11	0	0	0	0	1	503	512	509	31	0	
12	0	0	0	0	3	504	512	511	31	0	
13	0	0	0	0	0	504	515	509	32	0	
14	0	0	0	0	0	508	516	507	31	0	
15	0	0	0	0	0	508	513	505	31	0	
0	0	0	0	0	0	512	513	507	32	0	
1	0	0	0	0	0	511	513	505	31	0	
2	0	0	0	0	0	506	512	508	31	0	
3	0	0	0	0	0	505	514	505	31	0	
4	0	0	0	0	2	504	510	509	31	0	
5	0	0	0	0	0	503	509	510	32	0	
6	0	0	0	0	0	502	509	511	32	0	
7	0	0	0	0	0	501	507	511	32	0	
8	0	0	0	0	0	503	506	512	32	0	
9	0	0	0	0	0	502	508	514	32	0	
10	0	0	0	0	0	503	511	512	31	0	
11	0	0	0	0	0	504	513	507	31	0	
